Voter_ID,State,Region,Age,Gender,Education_Level,Occupation,Income_Bracket,Polling_Station_Type,Party_Preference,Voted,Satisfaction_with_Government,Satisfaction_with_Local_Representative,Key_Issue,Is_First_Time_Voter,Predicted_Winner,Has_Voter_ID,Distance_to_Polling_Station_km,Time_Spent_in_Queue_minutes,Weather_on_Polling_Day,Social_Media_Influence,Voter_Satisfaction_Score
VOTER_8494,Andhra Pradesh,South,39,Other,Post Graduate,Engineer,Upper Middle,Rural,Party D,No,2,5,Corruption,No,Party C,No,16.01,104,Cloudy,1,3.7
VOTER_8495,Andhra Pradesh,Central,23,Male,Primary,Farmer,Middle,Urban,Party E,Yes,5,4,Education,No,Party E,Yes,20.34,79,Cloudy,2,3.1
VOTER_8496,Andhra Pradesh,East,43,Male,Secondary,Doctor,Upper Middle,Rural,Party D,No,4,2,Corruption,No,Party D,No,5.59,168,Rainy,3,2.7
VOTER_8497,Bihar,West,20,Other,Secondary,Student,Low,Urban,Party E,Yes,1,4,Agriculture,Yes,Party D,Yes,10.3,137,Cloudy,2,5.5
VOTER_8498,West Bengal,South,69,Female,No Schooling,Retired,Low,Rural,Party E,Yes,4,3,Corruption,Yes,Party A,No,21.41,166,Rainy,4,9.6
VOTER_8499,Andhra Pradesh,East,77,Female,Post Graduate,Engineer,Middle,Urban,Party C,Yes,1,5,Crime,No,Party B,Yes,6.63,104,Rainy,4,1.3
VOTER_8500,Madhya Pradesh,Central,80,Other,No Schooling,Retired,High,Urban,Party B,Yes,2,4,Agriculture,No,Party D,No,0.58,141,Rainy,5,2.4
VOTER_8501,Bihar,Central,82,Other,No Schooling,Engineer,Low,Rural,Party A,Yes,2,5,Education,Yes,Party B,No,5.5,139,Sunny,3,3.9
VOTER_8502,Rajasthan,Central,69,Male,Primary,Doctor,Middle,Rural,Party D,No,4,1,Crime,No,Party C,No,7.47,29,Sunny,1,8.3
VOTER_8503,Maharashtra,West,31,Other,Graduate,Engineer,Upper Middle,Rural,Party A,No,3,5,Crime,Yes,Party C,Yes,19.25,148,Sunny,3,9.5
VOTER_8504,Rajasthan,Central,45,Other,Higher Secondary,Student,Middle,Urban,Party C,No,1,4,Infrastructure,Yes,Party D,No,23.14,166,Cloudy,5,6.6
VOTER_8505,Madhya Pradesh,South,27,Other,Post Graduate,Farmer,Middle,Urban,Party C,Yes,5,5,Agriculture,No,Party E,Yes,16.25,150,Sunny,5,1.6
VOTER_8506,Gujarat,North,74,Female,No Schooling,Farmer,High,Urban,Party C,No,3,3,Corruption,Yes,Party A,No,7.56,24,Rainy,5,3.9
VOTER_8507,Maharashtra,South,83,Other,Graduate,Business,High,Rural,Party C,No,2,3,Infrastructure,No,Party D,No,5.36,175,Cloudy,5,4.4
VOTER_8508,Gujarat,West,67,Male,Post Graduate,Doctor,High,Urban,Party B,No,1,4,Crime,Yes,Party A,Yes,5.94,77,Rainy,1,1.4
VOTER_8509,Gujarat,West,31,Male,Higher Secondary,Homemaker,Middle,Urban,Party B,No,3,4,Women Safety,No,Party C,No,23.41,102,Rainy,1,6.7
VOTER_8510,Karnataka,South,33,Female,Graduate,Farmer,Upper Middle,Urban,Party B,Yes,5,5,Women Safety,Yes,Party E,Yes,7.48,49,Cloudy,4,7.4
VOTER_8511,Madhya Pradesh,South,71,Male,No Schooling,Laborer,High,Urban,Party A,No,3,2,Healthcare,No,Party E,Yes,12.92,24,Sunny,5,1.5
VOTER_8512,Bihar,South,60,Male,No Schooling,Homemaker,High,Urban,Party E,No,5,3,Agriculture,No,Party E,No,20.79,112,Rainy,1,9.2
VOTER_8513,Andhra Pradesh,West,59,Male,Secondary,Laborer,Low,Rural,Party A,Yes,2,3,Healthcare,No,Party E,Yes,18.81,66,Rainy,5,7.8
VOTER_8514,Uttar Pradesh,Central,39,Male,Higher Secondary,Doctor,Low,Rural,Party C,No,1,1,Crime,Yes,Party E,Yes,17.0,152,Cloudy,3,6.5
VOTER_8515,Andhra Pradesh,West,36,Other,Secondary,Retired,High,Rural,Party B,Yes,2,1,Women Safety,Yes,Party C,Yes,19.55,36,Sunny,5,9.0
VOTER_8516,Bihar,Central,83,Female,Secondary,Teacher,Middle,Rural,Party A,Yes,1,2,Unemployment,No,Party B,No,13.79,64,Rainy,4,2.8
VOTER_8517,Tamil Nadu,South,56,Male,Higher Secondary,Business,Middle,Rural,Party E,Yes,3,3,Infrastructure,Yes,Party A,No,22.93,147,Sunny,1,8.9
VOTER_8518,West Bengal,Central,36,Other,Secondary,Business,Low,Rural,Party B,Yes,2,4,Healthcare,No,Party E,No,7.84,52,Cloudy,2,3.9
VOTER_8519,Tamil Nadu,East,33,Male,Secondary,Doctor,Middle,Rural,Party D,No,1,3,Unemployment,No,Party D,Yes,11.9,53,Cloudy,4,1.3
VOTER_8520,West Bengal,North,71,Male,Secondary,Retired,Upper Middle,Rural,Party D,No,5,4,Agriculture,No,Party E,Yes,11.37,124,Sunny,2,7.0
VOTER_8521,Gujarat,Central,42,Female,Higher Secondary,Retired,High,Rural,Party E,No,1,4,Healthcare,Yes,Party B,Yes,16.98,106,Sunny,2,4.6
VOTER_8522,Karnataka,North,35,Other,Post Graduate,Business,Middle,Urban,Party C,No,2,2,Corruption,No,Party D,Yes,7.28,170,Sunny,4,4.7
VOTER_8523,Andhra Pradesh,South,40,Other,Graduate,Laborer,Middle,Rural,Party A,Yes,2,3,Education,No,Party D,Yes,20.04,112,Rainy,3,4.6
VOTER_8524,Tamil Nadu,North,28,Male,Graduate,Doctor,Middle,Urban,Party A,No,3,5,Corruption,Yes,Party C,Yes,17.54,157,Rainy,4,6.6
VOTER_8525,Andhra Pradesh,East,56,Other,Primary,Farmer,Low,Rural,Party E,Yes,5,3,Education,No,Party A,No,21.96,91,Rainy,2,1.6
VOTER_8526,Karnataka,West,42,Female,Graduate,Teacher,High,Urban,Party E,No,1,3,Corruption,No,Party C,No,17.31,16,Cloudy,4,7.6
VOTER_8527,Rajasthan,North,80,Other,Primary,Engineer,Middle,Rural,Party D,No,2,1,Women Safety,No,Party C,No,17.73,129,Sunny,4,8.5
VOTER_8528,Madhya Pradesh,West,47,Male,Primary,Doctor,Low,Urban,Party A,Yes,1,2,Corruption,Yes,Party A,No,4.76,56,Cloudy,5,7.1
VOTER_8529,Gujarat,West,62,Male,Higher Secondary,Farmer,Upper Middle,Urban,Party E,Yes,4,5,Infrastructure,No,Party D,Yes,16.93,173,Rainy,2,5.2
VOTER_8530,West Bengal,Central,78,Male,Primary,Student,Middle,Urban,Party D,Yes,5,5,Healthcare,No,Party A,Yes,6.83,94,Rainy,2,4.2
VOTER_8531,West Bengal,North,68,Female,Graduate,Retired,Low,Urban,Party E,Yes,5,5,Women Safety,No,Party E,No,10.28,125,Cloudy,2,4.7
VOTER_8532,Andhra Pradesh,Central,26,Other,Graduate,Retired,Middle,Urban,Party E,Yes,4,4,Corruption,Yes,Party C,No,1.19,170,Cloudy,5,9.8
VOTER_8533,Gujarat,North,19,Female,Graduate,Laborer,High,Rural,Party C,No,5,2,Infrastructure,No,Party A,Yes,9.32,146,Sunny,4,9.8
VOTER_8534,West Bengal,East,22,Male,No Schooling,Teacher,High,Rural,Party C,Yes,4,1,Crime,Yes,Party E,Yes,22.76,142,Rainy,4,7.5
VOTER_8535,West Bengal,East,79,Male,No Schooling,Teacher,Middle,Urban,Party D,Yes,1,4,Corruption,No,Party C,No,15.39,68,Rainy,2,7.9
VOTER_8536,Karnataka,Central,69,Female,Higher Secondary,Retired,Middle,Urban,Party C,No,4,5,Agriculture,Yes,Party A,Yes,23.1,175,Cloudy,5,8.8
VOTER_8537,Tamil Nadu,South,22,Other,No Schooling,Farmer,Upper Middle,Rural,Party E,Yes,3,4,Healthcare,No,Party C,No,5.03,76,Rainy,2,2.1
VOTER_8538,Rajasthan,West,76,Female,Graduate,Engineer,Upper Middle,Urban,Party B,No,4,4,Agriculture,No,Party C,No,7.86,48,Rainy,2,3.6
VOTER_8539,West Bengal,West,26,Female,Secondary,Doctor,Low,Urban,Party A,Yes,1,5,Infrastructure,Yes,Party A,Yes,1.38,164,Cloudy,5,5.9
VOTER_8540,Uttar Pradesh,North,39,Male,Secondary,Laborer,Upper Middle,Urban,Party A,Yes,5,5,Crime,No,Party C,No,24.01,83,Rainy,2,1.3
VOTER_8541,West Bengal,East,44,Male,No Schooling,Farmer,Middle,Urban,Party B,Yes,3,1,Unemployment,Yes,Party E,No,1.3,38,Cloudy,5,3.7
VOTER_8542,West Bengal,Central,27,Male,Graduate,Farmer,Middle,Urban,Party C,No,4,2,Corruption,Yes,Party D,No,20.19,49,Rainy,1,4.5
VOTER_8543,Maharashtra,South,78,Other,Secondary,Homemaker,Low,Rural,Party C,No,1,3,Healthcare,No,Party D,Yes,19.97,78,Rainy,1,10.0
VOTER_8544,Karnataka,North,68,Male,Higher Secondary,Homemaker,Upper Middle,Rural,Party E,Yes,3,3,Healthcare,Yes,Party D,Yes,3.38,81,Sunny,5,5.3
VOTER_8545,Madhya Pradesh,East,27,Female,Secondary,Homemaker,High,Rural,Party A,No,3,3,Education,Yes,Party B,Yes,1.53,67,Rainy,1,9.0
VOTER_8546,Gujarat,South,23,Other,Secondary,Retired,High,Urban,Party A,Yes,3,1,Women Safety,Yes,Party D,Yes,21.58,101,Rainy,1,1.3
VOTER_8547,Madhya Pradesh,South,79,Female,Primary,Homemaker,High,Urban,Party A,No,4,4,Women Safety,No,Party A,Yes,22.76,6,Rainy,4,2.8
VOTER_8548,West Bengal,Central,22,Other,Primary,Business,Middle,Rural,Party A,No,1,5,Education,No,Party E,Yes,10.21,67,Sunny,5,2.5
VOTER_8549,Bihar,Central,80,Male,Graduate,Unemployed,High,Rural,Party A,No,1,2,Crime,No,Party C,No,7.84,170,Rainy,5,6.0
VOTER_8550,Andhra Pradesh,East,73,Other,No Schooling,Student,High,Rural,Party D,No,1,3,Healthcare,No,Party E,Yes,21.18,100,Cloudy,5,9.0
VOTER_8551,Andhra Pradesh,Central,76,Male,Primary,Retired,High,Urban,Party C,No,2,2,Education,Yes,Party B,Yes,3.01,26,Rainy,1,8.8
VOTER_8552,Uttar Pradesh,North,80,Male,No Schooling,Student,High,Urban,Party A,No,5,2,Women Safety,No,Party D,Yes,14.4,80,Sunny,3,5.8
VOTER_8553,Rajasthan,West,76,Other,Higher Secondary,Doctor,Middle,Urban,Party A,No,1,5,Women Safety,Yes,Party E,No,5.88,13,Cloudy,5,7.8
VOTER_8554,Gujarat,North,68,Male,Post Graduate,Laborer,Upper Middle,Urban,Party A,Yes,2,1,Corruption,Yes,Party E,Yes,24.2,47,Cloudy,2,9.5
VOTER_8555,Maharashtra,North,67,Male,Graduate,Laborer,Middle,Rural,Party C,No,2,5,Infrastructure,Yes,Party A,Yes,3.27,119,Rainy,3,1.5
VOTER_8556,West Bengal,South,21,Male,Primary,Student,Low,Urban,Party C,No,3,1,Unemployment,Yes,Party E,No,7.71,136,Cloudy,1,8.3
VOTER_8557,Karnataka,East,65,Other,Primary,Homemaker,High,Urban,Party A,No,5,4,Corruption,No,Party A,Yes,9.68,132,Cloudy,4,5.1
VOTER_8558,Gujarat,East,49,Other,Secondary,Student,Upper Middle,Urban,Party E,No,3,2,Women Safety,No,Party D,No,16.68,27,Cloudy,5,7.6
VOTER_8559,Gujarat,South,68,Female,Higher Secondary,Homemaker,High,Rural,Party C,Yes,5,3,Infrastructure,Yes,Party C,No,18.94,60,Sunny,4,2.1
VOTER_8560,Tamil Nadu,North,69,Male,Higher Secondary,Doctor,High,Rural,Party B,No,3,2,Women Safety,Yes,Party C,Yes,19.78,109,Sunny,4,6.2
VOTER_8561,Maharashtra,North,51,Male,Post Graduate,Student,Upper Middle,Urban,Party E,No,4,5,Women Safety,No,Party D,No,20.17,47,Cloudy,4,4.9
VOTER_8562,Uttar Pradesh,West,53,Other,Primary,Retired,Upper Middle,Urban,Party C,Yes,5,1,Unemployment,Yes,Party E,Yes,22.26,108,Cloudy,1,7.9
VOTER_8563,West Bengal,West,60,Other,Post Graduate,Laborer,Upper Middle,Urban,Party D,No,2,4,Corruption,Yes,Party E,Yes,23.75,103,Sunny,4,3.9
VOTER_8564,Tamil Nadu,East,33,Other,Primary,Unemployed,Middle,Rural,Party E,No,2,4,Unemployment,No,Party D,Yes,4.16,7,Rainy,5,6.7
VOTER_8565,Maharashtra,North,76,Male,Secondary,Unemployed,Low,Rural,Party B,No,5,1,Healthcare,Yes,Party A,No,4.39,101,Rainy,4,6.5
VOTER_8566,Tamil Nadu,West,70,Other,Secondary,Unemployed,Low,Rural,Party E,No,3,1,Healthcare,No,Party E,Yes,9.45,57,Sunny,3,7.8
VOTER_8567,Uttar Pradesh,South,36,Male,Primary,Engineer,Middle,Urban,Party D,Yes,4,1,Women Safety,Yes,Party A,No,21.69,97,Cloudy,4,3.7
VOTER_8568,Tamil Nadu,North,58,Other,No Schooling,Business,Middle,Rural,Party E,Yes,4,4,Agriculture,No,Party D,No,15.79,19,Rainy,1,2.2
VOTER_8569,Madhya Pradesh,Central,64,Other,Graduate,Teacher,High,Rural,Party B,Yes,1,2,Corruption,Yes,Party C,Yes,20.06,166,Cloudy,5,6.6
VOTER_8570,Maharashtra,West,71,Other,Graduate,Teacher,Low,Urban,Party D,No,5,2,Healthcare,No,Party A,Yes,3.34,10,Sunny,5,2.5
VOTER_8571,West Bengal,South,72,Other,Secondary,Farmer,Low,Rural,Party D,Yes,4,4,Crime,Yes,Party C,Yes,11.21,24,Sunny,5,5.0
VOTER_8572,Gujarat,South,36,Other,Graduate,Unemployed,Low,Rural,Party B,No,3,3,Agriculture,Yes,Party B,Yes,12.18,176,Cloudy,2,1.3
VOTER_8573,Maharashtra,Central,79,Male,Graduate,Doctor,Middle,Rural,Party B,No,3,5,Crime,Yes,Party A,No,19.38,16,Cloudy,5,8.4
VOTER_8574,Madhya Pradesh,West,76,Female,Higher Secondary,Laborer,Middle,Urban,Party B,No,2,4,Crime,No,Party C,No,22.86,145,Cloudy,4,5.5
VOTER_8575,Bihar,East,82,Other,Primary,Doctor,Low,Urban,Party E,No,4,3,Healthcare,No,Party C,No,13.46,47,Cloudy,1,6.5
VOTER_8576,Maharashtra,South,45,Female,Primary,Teacher,Low,Urban,Party D,Yes,4,5,Healthcare,Yes,Party E,Yes,16.3,19,Sunny,5,2.4
VOTER_8577,Andhra Pradesh,North,35,Male,Primary,Teacher,Middle,Urban,Party A,Yes,3,2,Agriculture,Yes,Party A,Yes,22.13,20,Rainy,2,3.8
VOTER_8578,Karnataka,East,43,Female,Secondary,Doctor,Upper Middle,Urban,Party B,Yes,2,1,Corruption,No,Party E,Yes,0.85,131,Cloudy,2,3.4
VOTER_8579,Andhra Pradesh,South,36,Other,Higher Secondary,Engineer,High,Urban,Party B,Yes,4,5,Education,Yes,Party E,Yes,20.77,74,Sunny,2,1.8
VOTER_8580,Gujarat,South,72,Other,Graduate,Business,Low,Urban,Party C,No,3,1,Corruption,Yes,Party C,No,11.69,87,Sunny,5,2.9
VOTER_8581,Tamil Nadu,Central,74,Other,Higher Secondary,Retired,Low,Urban,Party D,No,2,3,Healthcare,No,Party A,No,14.01,58,Sunny,5,8.4
VOTER_8582,Madhya Pradesh,West,23,Male,Secondary,Engineer,Low,Urban,Party B,No,2,4,Healthcare,Yes,Party A,No,3.27,51,Sunny,3,9.2
VOTER_8583,Rajasthan,West,18,Other,No Schooling,Teacher,Middle,Urban,Party A,No,3,4,Corruption,No,Party D,No,7.32,7,Cloudy,2,3.5
VOTER_8584,Bihar,Central,25,Other,Secondary,Farmer,Low,Rural,Party E,Yes,2,1,Healthcare,No,Party A,Yes,11.57,48,Sunny,1,3.0
VOTER_8585,Tamil Nadu,Central,68,Other,Primary,Unemployed,Middle,Urban,Party E,No,2,5,Healthcare,Yes,Party A,No,18.17,75,Cloudy,2,9.2
VOTER_8586,Rajasthan,East,42,Female,Post Graduate,Teacher,Upper Middle,Rural,Party E,No,1,5,Unemployment,Yes,Party E,No,22.85,14,Rainy,5,1.9
VOTER_8587,Uttar Pradesh,East,64,Male,No Schooling,Doctor,High,Rural,Party C,Yes,2,3,Women Safety,No,Party E,Yes,24.31,67,Sunny,1,6.4
VOTER_8588,West Bengal,Central,72,Male,No Schooling,Teacher,High,Rural,Party B,Yes,4,4,Agriculture,Yes,Party A,Yes,4.57,53,Rainy,3,8.5
VOTER_8589,Rajasthan,East,81,Other,Higher Secondary,Retired,Low,Urban,Party B,Yes,2,1,Crime,Yes,Party C,Yes,7.84,87,Sunny,3,8.7
VOTER_8590,Andhra Pradesh,North,27,Male,No Schooling,Doctor,Upper Middle,Urban,Party A,No,4,2,Women Safety,No,Party C,Yes,5.87,136,Cloudy,1,5.9
VOTER_8591,Tamil Nadu,Central,73,Female,Primary,Student,Low,Urban,Party C,Yes,3,4,Women Safety,No,Party D,No,20.34,85,Sunny,2,2.4
VOTER_8592,Andhra Pradesh,West,29,Other,Primary,Farmer,High,Rural,Party B,Yes,2,4,Unemployment,Yes,Party C,No,15.92,67,Rainy,1,7.2
VOTER_8593,Maharashtra,West,50,Male,Primary,Retired,Middle,Urban,Party B,Yes,3,3,Education,No,Party D,Yes,22.43,169,Cloudy,1,4.1
VOTER_8594,Karnataka,Central,34,Other,Secondary,Student,Low,Rural,Party D,Yes,5,4,Unemployment,Yes,Party A,No,17.6,40,Sunny,1,1.3
VOTER_8595,Rajasthan,West,78,Female,Higher Secondary,Engineer,Low,Urban,Party D,No,2,3,Infrastructure,No,Party D,No,22.18,63,Sunny,3,1.6
VOTER_8596,Maharashtra,South,27,Male,Secondary,Engineer,Middle,Urban,Party E,No,3,3,Education,Yes,Party D,No,3.8,51,Cloudy,3,4.0
VOTER_8597,Gujarat,North,48,Male,Graduate,Laborer,Low,Urban,Party C,No,5,2,Agriculture,No,Party D,No,24.72,162,Cloudy,4,1.8
VOTER_8598,Tamil Nadu,South,77,Male,Primary,Unemployed,Low,Rural,Party E,Yes,4,5,Corruption,No,Party B,No,21.91,50,Cloudy,1,9.7
VOTER_8599,Maharashtra,Central,34,Female,Higher Secondary,Teacher,High,Rural,Party E,No,4,4,Crime,Yes,Party C,No,4.53,178,Sunny,4,4.6
VOTER_8600,Madhya Pradesh,West,67,Other,Primary,Laborer,High,Rural,Party D,No,4,3,Unemployment,No,Party C,No,8.19,24,Cloudy,5,2.0
VOTER_8601,Uttar Pradesh,East,54,Other,No Schooling,Homemaker,Middle,Urban,Party E,Yes,4,3,Crime,No,Party A,No,24.16,107,Rainy,5,9.7
VOTER_8602,Maharashtra,South,79,Female,Higher Secondary,Farmer,Upper Middle,Rural,Party B,No,4,5,Crime,No,Party D,Yes,14.79,134,Sunny,1,5.7
VOTER_8603,Gujarat,South,46,Female,Higher Secondary,Retired,Middle,Urban,Party D,Yes,1,5,Agriculture,Yes,Party E,Yes,18.5,44,Cloudy,3,10.0
VOTER_8604,Andhra Pradesh,West,49,Male,Post Graduate,Farmer,Middle,Rural,Party B,No,3,3,Unemployment,No,Party D,No,14.35,78,Sunny,4,1.5
VOTER_8605,Uttar Pradesh,East,28,Other,Graduate,Engineer,Upper Middle,Rural,Party A,Yes,5,4,Corruption,Yes,Party D,No,12.49,64,Cloudy,2,8.2
VOTER_8606,West Bengal,Central,23,Female,Secondary,Laborer,Low,Rural,Party B,Yes,5,4,Education,No,Party A,Yes,2.6,127,Sunny,3,3.2
VOTER_8607,Gujarat,West,52,Female,Secondary,Laborer,Upper Middle,Urban,Party D,Yes,2,4,Unemployment,No,Party A,No,7.77,38,Cloudy,2,1.1
VOTER_8608,West Bengal,North,50,Female,Primary,Teacher,Upper Middle,Rural,Party D,Yes,3,5,Education,Yes,Party A,Yes,15.23,172,Cloudy,4,8.8
VOTER_8609,Andhra Pradesh,North,35,Other,Primary,Homemaker,Low,Urban,Party B,No,1,4,Corruption,Yes,Party A,Yes,11.3,129,Rainy,2,6.4
VOTER_8610,Uttar Pradesh,Central,54,Male,No Schooling,Farmer,High,Urban,Party E,No,1,4,Education,No,Party A,No,8.58,25,Rainy,3,8.9
VOTER_8611,Madhya Pradesh,Central,30,Female,No Schooling,Retired,Low,Urban,Party E,No,3,4,Women Safety,No,Party E,Yes,12.24,15,Sunny,3,8.4
VOTER_8612,Tamil Nadu,North,81,Male,Higher Secondary,Retired,Low,Rural,Party C,No,4,5,Crime,Yes,Party D,Yes,13.38,158,Cloudy,3,6.8
VOTER_8613,Uttar Pradesh,East,18,Other,No Schooling,Laborer,High,Urban,Party E,Yes,4,1,Crime,Yes,Party C,Yes,13.68,70,Sunny,2,6.7
VOTER_8614,Karnataka,Central,80,Other,Graduate,Teacher,High,Rural,Party D,Yes,3,1,Crime,No,Party D,No,23.57,137,Sunny,2,3.9
VOTER_8615,Uttar Pradesh,North,51,Female,Higher Secondary,Unemployed,Low,Urban,Party C,Yes,5,4,Unemployment,Yes,Party E,Yes,6.87,153,Rainy,2,4.7
VOTER_8616,Tamil Nadu,East,27,Male,Secondary,Engineer,Low,Urban,Party E,No,4,1,Crime,Yes,Party E,Yes,15.62,108,Cloudy,5,6.8
VOTER_8617,Gujarat,East,24,Female,Post Graduate,Doctor,Low,Rural,Party A,Yes,2,4,Women Safety,No,Party C,Yes,15.4,25,Rainy,1,4.0
VOTER_8618,Bihar,Central,73,Male,No Schooling,Engineer,Upper Middle,Rural,Party D,Yes,1,5,Agriculture,Yes,Party C,Yes,16.49,68,Cloudy,1,5.4
VOTER_8619,Madhya Pradesh,South,54,Male,No Schooling,Engineer,Low,Rural,Party E,No,4,4,Infrastructure,Yes,Party B,No,15.6,41,Rainy,1,7.9
VOTER_8620,Uttar Pradesh,East,46,Male,No Schooling,Laborer,Middle,Urban,Party A,No,5,2,Women Safety,No,Party B,No,17.7,33,Rainy,1,8.6
VOTER_8621,Uttar Pradesh,Central,29,Male,Primary,Student,Low,Urban,Party E,Yes,4,3,Agriculture,Yes,Party D,Yes,4.4,115,Sunny,3,8.1
VOTER_8622,Maharashtra,East,34,Male,Primary,Doctor,Upper Middle,Urban,Party C,No,4,5,Agriculture,No,Party A,Yes,24.75,41,Sunny,4,1.2
VOTER_8623,Tamil Nadu,West,65,Male,Post Graduate,Homemaker,Middle,Urban,Party C,Yes,1,2,Agriculture,No,Party B,No,13.81,24,Rainy,5,9.8
VOTER_8624,Rajasthan,East,43,Male,Graduate,Business,Middle,Urban,Party D,No,2,2,Infrastructure,Yes,Party D,Yes,18.97,165,Rainy,3,6.1
VOTER_8625,Madhya Pradesh,South,29,Female,Graduate,Business,Low,Urban,Party B,No,2,3,Women Safety,No,Party E,Yes,3.15,67,Cloudy,1,9.8
VOTER_8626,Uttar Pradesh,East,38,Other,No Schooling,Unemployed,Low,Urban,Party B,Yes,5,2,Education,No,Party E,No,10.48,39,Sunny,5,4.0
VOTER_8627,Uttar Pradesh,South,59,Female,Primary,Business,Middle,Rural,Party A,Yes,3,3,Agriculture,Yes,Party A,Yes,7.87,89,Sunny,1,3.7
VOTER_8628,Uttar Pradesh,North,78,Male,No Schooling,Unemployed,High,Rural,Party E,No,3,4,Women Safety,No,Party C,Yes,19.71,168,Rainy,4,7.6
VOTER_8629,Bihar,South,75,Male,Graduate,Student,Low,Rural,Party D,Yes,3,5,Corruption,No,Party E,No,3.85,146,Sunny,4,9.5
VOTER_8630,West Bengal,East,71,Other,Higher Secondary,Engineer,Middle,Urban,Party C,No,5,5,Infrastructure,No,Party E,Yes,22.25,59,Sunny,4,2.2
VOTER_8631,Karnataka,North,51,Female,Primary,Farmer,Low,Rural,Party A,Yes,4,5,Corruption,No,Party C,Yes,12.22,126,Sunny,1,9.9
VOTER_8632,Gujarat,North,24,Male,Post Graduate,Farmer,Middle,Urban,Party B,Yes,2,3,Unemployment,Yes,Party B,No,19.65,21,Sunny,2,2.9
VOTER_8633,Madhya Pradesh,North,52,Female,No Schooling,Business,Upper Middle,Rural,Party B,Yes,2,3,Crime,Yes,Party C,No,1.99,56,Rainy,3,2.7
VOTER_8634,West Bengal,North,32,Male,Post Graduate,Teacher,Middle,Urban,Party E,Yes,4,2,Agriculture,Yes,Party E,Yes,1.26,137,Rainy,3,7.6
VOTER_8635,Andhra Pradesh,East,82,Other,Higher Secondary,Engineer,Upper Middle,Urban,Party E,No,2,5,Healthcare,Yes,Party E,Yes,10.04,37,Cloudy,2,9.1
VOTER_8636,Gujarat,Central,42,Male,No Schooling,Unemployed,Low,Urban,Party D,Yes,2,2,Healthcare,Yes,Party E,Yes,10.74,156,Sunny,5,6.3
VOTER_8637,Tamil Nadu,South,76,Other,Post Graduate,Unemployed,High,Rural,Party A,No,3,4,Women Safety,No,Party D,No,2.01,171,Cloudy,3,3.6
VOTER_8638,Bihar,Central,23,Other,Post Graduate,Unemployed,Low,Rural,Party E,Yes,3,2,Agriculture,No,Party E,Yes,17.77,98,Rainy,3,6.3
VOTER_8639,Rajasthan,Central,69,Male,Secondary,Retired,High,Rural,Party A,No,1,5,Unemployment,Yes,Party E,No,16.74,143,Cloudy,2,3.4
VOTER_8640,Gujarat,South,38,Female,Higher Secondary,Retired,High,Rural,Party D,Yes,1,3,Education,Yes,Party E,Yes,16.17,176,Sunny,3,2.0
VOTER_8641,Andhra Pradesh,West,49,Male,No Schooling,Doctor,Middle,Rural,Party C,Yes,2,2,Corruption,Yes,Party B,Yes,19.76,28,Rainy,2,8.2
VOTER_8642,Maharashtra,South,70,Other,Graduate,Business,Middle,Rural,Party E,Yes,3,2,Unemployment,Yes,Party B,No,15.27,177,Sunny,5,6.6
VOTER_8643,Gujarat,West,76,Other,Post Graduate,Homemaker,Low,Rural,Party B,Yes,1,3,Infrastructure,Yes,Party B,Yes,1.71,89,Cloudy,2,3.8
VOTER_8644,Maharashtra,South,79,Male,Secondary,Student,Low,Rural,Party C,Yes,1,3,Unemployment,No,Party C,Yes,4.3,131,Cloudy,3,2.0
VOTER_8645,Madhya Pradesh,Central,21,Male,Graduate,Doctor,Low,Urban,Party C,No,3,5,Healthcare,Yes,Party C,Yes,4.18,118,Rainy,2,5.9
VOTER_8646,Uttar Pradesh,Central,35,Other,Higher Secondary,Laborer,Low,Rural,Party D,Yes,1,4,Agriculture,Yes,Party E,Yes,1.46,171,Cloudy,4,9.7
VOTER_8647,Maharashtra,South,73,Other,Graduate,Teacher,Middle,Urban,Party B,No,4,5,Agriculture,Yes,Party D,Yes,7.93,123,Cloudy,2,9.6
VOTER_8648,Rajasthan,North,41,Other,Graduate,Farmer,Low,Rural,Party A,No,4,2,Healthcare,Yes,Party C,No,23.42,69,Sunny,2,9.1
VOTER_8649,West Bengal,West,83,Female,Higher Secondary,Farmer,High,Rural,Party D,Yes,3,5,Corruption,Yes,Party E,No,20.44,151,Sunny,1,5.6
VOTER_8650,Rajasthan,North,30,Other,Graduate,Farmer,High,Urban,Party D,Yes,3,5,Agriculture,Yes,Party E,Yes,14.8,80,Cloudy,1,5.1
VOTER_8651,West Bengal,West,79,Female,Higher Secondary,Homemaker,Low,Rural,Party E,Yes,1,3,Agriculture,Yes,Party E,Yes,19.71,72,Rainy,5,1.1
VOTER_8652,Uttar Pradesh,Central,71,Female,No Schooling,Doctor,Low,Urban,Party E,Yes,2,4,Unemployment,No,Party B,No,22.84,55,Cloudy,1,5.9
VOTER_8653,Tamil Nadu,West,32,Male,Primary,Student,Low,Rural,Party D,Yes,5,4,Unemployment,No,Party C,No,1.6,22,Sunny,1,3.9
VOTER_8654,Gujarat,Central,20,Other,Post Graduate,Homemaker,Low,Rural,Party C,Yes,4,5,Infrastructure,Yes,Party C,Yes,21.08,71,Sunny,5,6.5
VOTER_8655,Tamil Nadu,South,54,Female,Graduate,Teacher,High,Urban,Party D,No,4,3,Healthcare,Yes,Party A,Yes,22.05,50,Sunny,1,8.7
